Code	Price	Name	Description	Category	ThumbnailURL	ProductPageURL	UPSWeight	TaxField	FullDescription	ProductPictureURL	Attribute	Size	AttributeGroupID	Ordinal
7ABS6	58	Pearl Slopers	5 holds per set	Artistic	http://www.e-grips.com/artistic/pearl-slopers.html	http://www.e-grips.com/artistic/pearl-slopers.html	4.5		Designed specifically for ABS Season 6  these are an incredibly unique and hard to grab set of sloping plate-like shapes with rings of various sized round pearls stretched across each.	Slopey				
7ABS6-h	60	Pearl Slopers w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/pearl-slopers.html	http://www.e-grips.com/artistic/pearl-slopers.html	4.5		Designed specifically for ABS Season 6  these are an incredibly unique and hard to grab set of sloping plate-like shapes with rings of various sized round pearls stretched across each.	Slopey				
7G1	39	Lumpy Feet	10 holds per set	Granite	http://www.e-grips.com/granite/lumpy-feet.html	http://www.e-grips.com/granite/lumpy-feet.html	1.75		Balance and Tenacity. Trust your feet on these Lumpy Ridge inspired footholds. Good sized holds for moderate routes and each has a different feel if used as a hand from sloping grit to small sharp edges.	Flat-Slopey				
7G1-h	41	Lumpy Feet w/Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/lumpy-feet.html	http://www.e-grips.com/granite/lumpy-feet.html	1.75		Balance and Tenacity. Trust your feet on these Lumpy Ridge inspired footholds. Good sized holds for moderate routes and each has a different feel if used as a hand from sloping grit to small sharp edges.	Flat-Slopey				
7G2	68	Granite Ledges	10 holds per set	Granite	http://www.e-grips.com/granite/granite-ledges.html	http://www.e-grips.com/granite/granite-ledges.html	5.25		There really are few flat-edged grabs out there in the hold universe  and these are among the best. They play nice with the Mixed Variety Granite and Lumpy Feet.	Flat				
7G2-h	70	Granite Ledges w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/granite-ledges.html	http://www.e-grips.com/granite/granite-ledges.html	5.25		There really are few flat-edged grabs out there in the hold universe  and these are among the best. They play nice with the Mixed Variety Granite and Lumpy Feet.	Flat				
7G3	48	Real Hueco Moderates	5 holds per set	Granite			3		Weve introduced a whole new theme with the Real Hueco designs.  These flaked grabs are among the most intricately shaped holds in the world  and each of these has a variation grab  from pinch to edge to sloping positives.  Mix em up with the Real Hueco Slot Plates for a super aesthetic theme route.  	mixed				
7G3-h	50	Real Hueco Moderates w/Hardware	5 holds per set/ hardware	Granite			3		Weve introduced a whole new theme with the Real Hueco designs.  These flaked grabs are among the most intricately shaped holds in the world  and each of these has a variation grab  from pinch to edge to sloping positives.  Mix em up with the Real Hueco Slot Plates for a super aesthetic theme route.  	mixed				
7G4	53	Real Hueco Slot Plates	5 holds per set	Granite			4.25		A new take on the Hueco line of grips.  You will not find holds that resemble real rock as much as these technically designed shapes inspired by the bouldering meccas most beautiful rock.	pinch				
7G4-h	55	Real Hueco Slot Plates w/ Hardware	5 holds per set/ hardware	Granite			4.25		A new take on the Hueco line of grips.  You will not find holds that resemble real rock as much as these technically designed shapes inspired by the bouldering meccas most beautiful rock.	pinch				
7L1	53	Mini Water Tufas	10 holds per set	Limestone	http://www.e-grips.com/limestone/mini-water-tufas.html	http://www.e-grips.com/limestone/mini-water-tufas.html	3		This set is a simply a work of mastery  shaped to compliment the original set of 5 large Myorcan Tufas. The ripples on these sea cliff inspired holds keep you psyched to pinch hard above the crashing tides.	Flat				
7L1-h	55	Mini Water Tufas w/ Hardware	10 holds per set/ hardware	Limestone	http://www.e-grips.com/limestone/mini-water-tufas.html	http://www.e-grips.com/limestone/mini-water-tufas.html	3		This set is a simply a work of mastery  shaped to compliment the original set of 5 large Myorcan Tufas. The ripples on these sea cliff inspired holds keep you psyched to pinch hard above the crashing tides.	Flat				
7P1	53	Buttons	20 holds per set	Pure	http://www.e-grips.com/pure/buttons.html	http://www.e-grips.com/pure/buttons.html	12		"Still new to the public  but these holds have already been used in many major climbing competitions. Don't be the last to add these perfect foot holds to your ""hard to send"" problem."	Slopey				
7P1-h	55	Buttons w/ Hardware	20 holds per set/ hardware	Pure	http://www.e-grips.com/pure/buttons.html	http://www.e-grips.com/pure/buttons.html	12		"Still new to the public  but these holds have already been used in many major climbing competitions. Don't be the last to add these perfect foot holds to your ""hard to send"" problem."	Slopey				
8A1	58	Bubble Wrap Ledges	5 holds per set	Artistic			5		Flat to slightly incut bubbles for your tips to play on.  Turn these to underclings and work the core tension. 	pinch/edge				
8A1-h	60	Bubble Wrap Ledges w/ Hardware	5 holds per set/ hardware	Artistic			5		Flat to slightly incut bubbles for your tips to play on.  Turn these to underclings and work the core tension. 	pinch/edge				
8A2	53	Bubble Wrap Obliques	5 holds per set	Artistic			4.25		The brilliant Bubble Wrap theme continues with multiple b-wrap lines in 2007.  This one takes the Bubble Wrap Pinches and tweaks the design so the bubble grabs are adjacent rather than opposing.  Great for forced matching with body tension on slight overhangs.  	pinch/edge				
8A2-h	60	Bubble Wrap Obliques w/ Hardware	5 holds per set/ hardware	Artistic			4.25		The brilliant Bubble Wrap theme continues with multiple b-wrap lines in 2007.  This one takes the Bubble Wrap Pinches and tweaks the design so the bubble grabs are adjacent rather than opposing.  Great for forced matching with body tension on slight overhangs.  	pinch/edge				
8A3	58	Drop Art Mini-Jugs	5 holds per set	Artistic			12		Ian Powells pair of Drop Art Roof Jugs is among the most popular climbing hold sets on the market.  We just couldnt resist making another set for your full handed pleasure.	jug				
8A3-h	60	Drop Art Mini-Jugs w/ Hardware	5 holds per set/ hardware	Artistic			12		Ian Powells pair of Drop Art Roof Jugs is among the most popular climbing hold sets on the market.  We just couldnt resist making another set for your full handed pleasure.	jug				
8A4	53	Tribal Mini-Jugs	5 holds per set	Artistic			2.25		Tribal Mini-Jugs:  Mini jugs really..  Super incut grabs with Ians Tribal theme.  Fusing sculptural beauty with simple functionality.  Some of the best holds for moderate to difficult climbs on steep terrain  or down-pulling pleasantries on vert.	Incut				
8A4-h	55	Tribal Mini-Jugs w/ Hardware	5 holds per set/ hardware	Artistic			2.25		Tribal Mini-Jugs:  Mini jugs really..  Super incut grabs with Ians Tribal theme.  Fusing sculptural beauty with simple functionality.  Some of the best holds for moderate to difficult climbs on steep terrain  or down-pulling pleasantries on vert.	Incut				
8A5	48	Jibber Jabber Jugs		Artistic	http://www.e-grips.com/artistic/jibber-jabber-jugs.html	http://www.e-grips.com/artistic/jibber-jabber-jugs.html	5							
8A5-h	50	Jibber Jabber Jugs		Artistic	http://www.e-grips.com/artistic/jibber-jabber-jugs.html	http://www.e-grips.com/artistic/jibber-jabber-jugs.html	5							
8A8x	51.2	Pudgy Patina Flakes		Artistic	http://www.e-grips.com/artistic/pudgy-patina-flakes.html	http://www.e-grips.com/artistic/pudgy-patina-flakes.html	10		"Think Hueco Patina Chips under a microscope, and you?ll get the Pudgies. Large Hueco style patina with smooth texture at the base and variations between each grab - one super positive, a rounded crimp, matchable edges - good times"					
8ABS8	58	Real Hueco Pinch Jugs	2 holds per set	Granite			6		These are monstrous holds.  A pair of brilliantly sculpted holds introducing the new Real Hueco theme  and made specifically for the 8th Season of the American Bouldering Series.  Get the Real Hueco Moderates and Real Hueco Slot Plates for the complete aesthetic.	edge				
8ABS8-h	60	Real Hueco Pinch Jugs w/ Hardware	2 holds per set/ hardware	Granite			6		These are monstrous holds.  A pair of brilliantly sculpted holds introducing the new Real Hueco theme  and made specifically for the 8th Season of the American Bouldering Series.  Get the Real Hueco Moderates and Real Hueco Slot Plates for the complete aesthetic.	edge				
8G1	77	Super Blocks	5 holds per set	Granite			8.25		We took the idea of a cool looking geologic type  shale  and turned it into what you might not think shale could become  bomber big grabs with the laminated layer look -SUPAAA BLOCKS.	mixed				
8G1-h	79	Super Blocks w/ Hardware	5 holds per set/ hardware	Granite			8.25		We took the idea of a cool looking geologic type  shale  and turned it into what you might not think shale could become  bomber big grabs with the laminated layer look -SUPAAA BLOCKS.	mixed				
8P1	48	Pure Line Finger Buckets	10 holds per set	Pure			2		If you like the old school Pure Line Mini Jugs  this new mass of minis will get you psyched.  Simple and pure friendly  for two finger pads  and a thumb catch if youre smart...  Build these finger buckets in a roof with the pure Buttons as incut feet for a super cool line.	incut				
8P1-h	50	Pure Line Finger Buckets w/ Hardware	10 holds per set/ hardware	Pure			2		If you like the old school Pure Line Mini Jugs  this new mass of minis will get you psyched.  Simple and pure friendly  for two finger pads  and a thumb catch if youre smart...  Build these finger buckets in a roof with the pure Buttons as incut feet for a super cool line.	incut				
8P2	46	2Tex Pure Crimps	10 holds per set	Pure			1.5		All right  we cant always be modest these may very well execute the concept of merging form and function better than any crimps before.  Amazingly friendly but biting small grabs with an untouchably slick texture surrounding.  We have heard from too many setters who love these holds to not mention the phrase best competition crimps out there.	crimps				
8P2-h	48	2Tex Pure Crimps w/ Hardware	10 holds per set/ hardware	Pure			1.5		All right  we cant always be modest these may very well execute the concept of merging form and function better than any crimps before.  Amazingly friendly but biting small grabs with an untouchably slick texture surrounding.  We have heard from too many setters who love these holds to not mention the phrase best competition crimps out there.	crimps				
8P3	53	2Tex Stealth Edges	5 holds per set	Pure			3.75		Another 2007 introduction to the Pure Line.  Line all of these futuristic geometric dual tex edges up on the wall and youll think youre looking at a fleet of small spacecraft just taking off.  (We know that descriptions a little out there)	edges				
8P3-h	55	2Tex Stealth Edges w/ Hardware	5 holds per set/ hardware	Pure			3.75		Another 2007 introduction to the Pure Line.  Line all of these futuristic geometric dual tex edges up on the wall and youll think youre looking at a fleet of small spacecraft just taking off.  (We know that descriptions a little out there)	edges				
8P8x	69.06	Demi-Loaves		Pure	http://www.e-grips.com/pure/demi-loaves.html	http://www.e-grips.com/pure/demi-loaves.html	10		"Seriously. It doesn't get much better than this. Pinches are all the rage in the climbing gym world, and these modestly sized squeezers, based on their superbly popular big brothers, the Loaves, will make your forearms burn for joy."					
8P9x	53.74	Little Wings		Pure	http://www.e-grips.com/pure/little-wings.html	http://www.e-grips.com/pure/little-wings.html	10		"A new take on the pure line, the Little Wings actually represent a pretty wide range of grabs - from sloping round jugs to medium slope pinches. Take flight with hard dynamic movement in steep roofs on these guys."					
8S1	53	Caterpillar Edges	5 holds per set	Sandstone			3		Youve gotta be slow and deliberate sometimes.  These holds were shaped with that in mind  with rounded caterpillar ribs along the top edge of the hold  that you must grab in just the right way to move off of.  Smooth  but not fuzzy.  	edges				
8S1-h	55	Caterpillar Edges w/ Hardware	5 holds per set/ hardware	Sandstone			3		Youve gotta be slow and deliberate sometimes.  These holds were shaped with that in mind  with rounded caterpillar ribs along the top edge of the hold  that you must grab in just the right way to move off of.  Smooth  but not fuzzy.  	edges				
8U1	72	QED	1 hold per set	Unique Features			7.5		Ask yourself  have you ever seen  much less climbed on  anything like this?  Of course not.  Only e-Grips gets this creative  by turning Marc Russos brilliant gas mask character into reality.  Various grips make this feature amazingly diverse  from the mini jug mask grabs to the sloping head.  Quod erat demonstandum.	jug				
8U1-h	74	QED w/ Hardware	1 hold per set/ hardware	Unique Features			7.5		Ask yourself  have you ever seen  much less climbed on  anything like this?  Of course not.  Only e-Grips gets this creative  by turning Marc Russos brilliant gas mask character into reality.  Various grips make this feature amazingly diverse  from the mini jug mask grabs to the sloping head.  Quod erat demonstandum.	jug				
8U2	68	Armordillo	1 hold per set	Unique Features			6.25		This is a new species of climbing hold.  Art meets mammal.  Two adjacent sloping rails make up the major grab on this feature with dillo plates  rounded buttons  and the pitted erosion of real rock.  Exemplary e-Grips.  Dig in 	biggy sloper				
8U2-h	70	Armordillo w/ Hardware	1 hold per set/ hardware	Unique Features			6.25		This is a new species of climbing hold.  Art meets mammal.  Two adjacent sloping rails make up the major grab on this feature with dillo plates  rounded buttons  and the pitted erosion of real rock.  Exemplary e-Grips.  Dig in 	biggy sloper				
9A1	53	Virus Mini Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/virus-mini-jugs.html	http://www.e-grips.com/artistic/virus-mini-jugs.html	6			jug				
9A1	55	Virus Mini Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/virus-mini-jugs.html	http://www.e-grips.com/artistic/virus-mini-jugs.html	6			jug				
9A10	58	C-Turtles	7 holds per set	Artistic	http://www.e-grips.com/artistic/	http://www.e-grips.com/artistic/	6							
9A10-h	60	C-Turtles w/ Hardware	7 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/	http://www.e-grips.com/artistic/	6							
9A11	48	Tortoises	4 holds per set	Artistic	http://www.e-grips.com/artistic/	http://www.e-grips.com/artistic/	6							
9A11-h	50	Tortoises w/ Hardware	4 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/	http://www.e-grips.com/artistic/	6							
9A1-h	53	Virust Mini Jugs w/Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/virus-mini-jugs.html	http://www.e-grips.com/artistic/virus-mini-jugs.html	6			jug				
9A1-h	55	Virust Mini Jugs w/Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/virus-mini-jugs.html	http://www.e-grips.com/artistic/virus-mini-jugs.html	6			jug				
9A2	58	Bubble Wrap Ledges II	5 holds per set	Artistic	http://www.e-grips.com/artistic/bubble-wrap-ledges-2.html	http://www.e-grips.com/artistic/bubble-wrap-ledges-2.html	6							
9A2-h	58	Bubble Wrap Ledges II w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/bubble-wrap-ledges-2.html	http://www.e-grips.com/artistic/bubble-wrap-ledges-2.html	6			edge				
9A4	53	Baby Bubble Wraps		Artistic	http://www.e-grips.com/artistic/baby-bubble-wraps.html	http://www.e-grips.com/artistic/baby-bubble-wraps.html	4							
9A5	72	Dillo Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/armordillo-jugs.html	http://www.e-grips.com/artistic/armordillo-jugs.html	6		"Modeled after the popular Armordillo feature, these monster jugs are flanked with the rounded 'dillo plates and with friendly radii and full-hand incuts, you?ll be psyched to dig in!"	jug				
9A5-h	74	Dillo Jugs w/ Hardware	5 holds per set	Artistic	http://www.e-grips.com/artistic/armordillo-jugs.html	http://www.e-grips.com/artistic/armordillo-jugs.html	6		"Modeled after the popular Armordillo feature, these monster jugs are flanked with the rounded 'dillo plates and with friendly radii and full-hand incuts, you?ll be psyched to dig in!"	jug				
9A6	58	Drop Art Finger Buckets	10 holds per set	Artistic	http://www.e-grips.com/artistic/drop-art-finger-buckets.html	http://www.e-grips.com/artistic/drop-art-finger-buckets.html	6		"Simply stellar. A perfect complement to the Drop Art Roof Jugs and Mini-Jugs, with a full ten holds in the set. All with the awesome e-Grips styling you?ve come to know and love, and all one to two-pad incut grabs. "	jug				
9A6-h	60	Drop Art Finger Buckets w/ Hardware	10 holds per set	Artistic	http://www.e-grips.com/artistic/drop-art-finger-buckets.html	http://www.e-grips.com/artistic/drop-art-finger-buckets.html	6		"Simply stellar. A perfect complement to the Drop Art Roof Jugs and Mini-Jugs, with a full ten holds in the set. All with the awesome e-Grips styling you?ve come to know and love, and all one to two-pad incut grabs. "	jug				
9A7	53	Galactic Mini-Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/galactic-mini-jugs.html	http://www.e-grips.com/artistic/galactic-mini-jugs.html	6							
9A7-h	55	Galactic Mini-Jugs w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/galactic-mini-jugs.html	http://www.e-grips.com/artistic/galactic-mini-jugs.html	6							
9A4-h	55	Baby Bubble Wraps		Artistic	http://www.e-grips.com/artistic/baby-bubble-wraps.html	http://www.e-grips.com/artistic/baby-bubble-wraps.html	4							
9ABS9	44	Lunar Flats	5 holds per set	Sandstone			2.5		Reach to the moon.  Wow bad cliche.  Check out these moon scoop flat edged shapes though  they are out of this world.  Oops.. another bad cliche.  Seriously though go astronaut and double these up with the Lunar Rounders. 	mixed				
9ABS9-h	46	Lunar Flats w/ Hardware	5 holds per set/ hardware	Sandstone			2.5		Reach to the moon.  Wow bad cliche.  Check out these moon scoop flat edged shapes though  they are out of this world.  Oops.. another bad cliche.  Seriously though  go astronaut and double these up with the Lunar Rounders. 	mixed				
9G10	58	Peabody Flakes	5 holds per set	Granite	http://www.e-grips.com/granite/peabody-flakes.html	http://www.e-grips.com/granite/peabody-flakes.html	8							
9G10-h	60	Peabody Flakes w/ Hardware	5 holds per set/ hardware	Granite	http://www.e-grips.com/granite/peabody-flakes.html	http://www.e-grips.com/granite/peabody-flakes.html	8							
9G11	48	Peabody Pinches	5 holds per set	Granite	http://www.e-grips.com/granite/	http://www.e-grips.com/granite/	6							
9G11-h	50	Peabody Pinches w/ Hardware	5 holds per set/ hardware	Granite	http://www.e-grips.com/granite/	http://www.e-grips.com/granite/	6							
9l11	44	Lunar Rounders	5 holds per set	Sandstone			2.5			mixed				
9L11	46	Lunar Rounders	5 holds per set	Limestone	http://www.e-grips.com/limestone/	http://www.e-grips.com/limestone/	6							
9l11-h	44	Lunar Rounders w/ Hardware	5 holds per set/ hardware	Sandstone			2.5			mixed				
9L11-h	46	Lunar Rounders w/ Hardware	5 holds per set/ hardware	Limestone	http://www.e-grips.com/limestone/	http://www.e-grips.com/limestone/	6							
9P1	68	Dimple Dot Jugs		Pure	http://www.e-grips.com/pure/dimple-dot-jugs.html	http://www.e-grips.com/pure/dimple-dot-jugs.html	5							
9P10	39	Geopinches	5 holds per set	Pure	http://www.e-grips.com/pure/geopinches.html	http://www.e-grips.com/pure/geopinches.html	2.25			pinches				
9P10-h	41	Geopinches	5 holds per set/ hardware	Pure	http://www.e-grips.com/pure/geopinches.html	http://www.e-grips.com/pure/geopinches.html	2.25			pinches				
9P12	68	Pure Power Pinches	10 holds per set	Pure	http://www.e-grips.com/pure/pure-power-pinches.html	http://www.e-grips.com/pure/pure-power-pinches.html	5			pinches				
9P12-h	68	Pure Power Pinches w/ Hardware	10 holds per set/ hardware	Pure	http://www.e-grips.com/pure/pure-power-pinches.html	http://www.e-grips.com/pure/pure-power-pinches.html	5			pinches				
9P1-h	70	Dimple Dot Jugs		Pure	http://www.e-grips.com/pure/dimple-dot-jugs.html	http://www.e-grips.com/pure/dimple-dot-jugs.html	5							
9P3	44	Pure Pockets	5 holds per set	Pure	http://www.e-grips.com/pure/pure-pockets.html	http://www.e-grips.com/pure/pure-pockets.html	5							
9P3-h	46	Pure Pockets w/ Hardware	5 holds per set/ hardware	Pure	http://www.e-grips.com/pure/pure-pockets.html	http://www.e-grips.com/pure/pure-pockets.html	5							
9S1	83.13	Font Slopes	Sandstone Slopers	Sandstone	http://www.e-grips.com/sandstone/font-slopes.html	http://www.e-grips.com/sandstone/font-slopes.html	5							
9S1-h	85.13	Font Slopes		Sandstone	http://www.e-grips.com/sandstone/font-slopes.html	http://www.e-grips.com/sandstone/font-slopes.html	5							
9U1	44	Bubble Wrap Pinch Wedge	1 hold per set	Unique Features	http://www.e-grips.com/features/bubble-wrap-pinch-wedge.html	http://www.e-grips.com/features/bubble-wrap-pinch-wedge.html	6		"The madness continues with the bubble wrap theme! This wedge shaped b-wrap feature is tapered for a large pinch grab on one end and narrow squeeze on the other, with a large profile off the wall."	sloper				
9U1-h	46	Bubble Wrap Pinch Wedge w/ Hardware	1 hold per set	Unique Features	http://www.e-grips.com/features/bubble-wrap-pinch-wedge.html	http://www.e-grips.com/features/bubble-wrap-pinch-wedge.html	6		"The madness continues with the bubble wrap theme! This wedge shaped b-wrap feature is tapered for a large pinch grab on one end and narrow squeeze on the other, with a large profile off the wall."	sloper				
9U10	53	Lunar Crimp Plate	1 hold per set	Unique Features			20		Since Ryans Turtle Shells  we knew shaping artisan Ryan Spence had great promise.  He added some incredible new sets to the e-Grips line in 2007  and this crimp plate feature is among the most uniquely uncomplicated big holds in our line.  Walk your way around the rounded crimp edges.	crimp/edge				
9U10-h	55	Lunar Crimp Plate w/ Hardware	1 hold per set/ hardware	Unique Features			20		Since Ryans Turtle Shells  we knew shaping artisan Ryan Spence had great promise.  He added some incredible new sets to the e-Grips line in 2007  and this crimp plate feature is among the most uniquely uncomplicated big holds in our line.  Walk your way around the rounded crimp edges.	crimp/edge				
9UZ	55.5	Peabody Crimp Plate	1 holds per set	Unique Features	http://www.e-grips.com/features/	http://www.e-grips.com/features/	6							
9UZ-h	57.5	Peabody Crimp Plate w/ Hardware	1 holds per set/ hardware	Unique Features	http://www.e-grips.com/features/	http://www.e-grips.com/features/	6							
DS6X2	0.06	Deck Screws: 6X2	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
EGRT	17.25	e-Grips Route Setting Tape	Per Unit	Setter's Tools	http://www.e-grips.com/accessories/tools.html	http://www.e-grips.com/accessories/tools.html	1							
fcb-2	4.95	Flashed Chalk Ball 2-oz	Flashed Chalk Ball 2-oz	Accessories	http://www.e-grips.com/accessories/flashed-chalk-balls.html	http://www.e-grips.com/accessories/flashed-chalk-balls.html	0.5		Flashed Chalk Ball 2-oz					
fcb-3	5.95	Flashed Chalk Ball 3-oz	Flashed Chalk Ball 3-oz	Accessories	http://www.e-grips.com/accessories/flashed-chalk-balls.html	http://www.e-grips.com/accessories/flashed-chalk-balls.html	0.5		Flashed Chalk Ball 3-oz					
fcbb	8	Flashed Bouldering Chalk Ball	Flashed Bouldering Chalk Ball	Accessories	http://www.e-grips.com/accessories/flashed-chalk-balls.html	http://www.e-grips.com/accessories/flashed-chalk-balls.html	0.5		Flashed Bouldering Chalk Ball					
fcblock	1.5	Flashed Chalk Block 2-oz	Flashed Chalk Block 2-oz	Accessories	http://www.e-grips.com/accessories/flashed-chalk-blocks.html	http://www.e-grips.com/accessories/flashed-chalk-blocks.html	0.2		Flashed Chalk Block 2-oz					
fcblock-box	12	Flashed Chalk Block Box /  Box 8 2-oz Blocks	Flashed Chalk Block Box /  Box 8 2-oz Blocks	Accessories	http://www.e-grips.com/accessories/flashed-chalk-blocks.html	http://www.e-grips.com/accessories/flashed-chalk-blocks.html	1		Flashed Chalk Block Box /  Box 8 2-oz Blocks					
fcc	15.95	Flashed Chalk Chunks 1-lb	Flashed Chalk Chunks 1-lb	Accessories	http://www.e-grips.com/accessories/flashed-chalk-chunks.html	http://www.e-grips.com/accessories/flashed-chalk-chunks.html	1.1		Flashed Chalk Chunks 1-lb					
fcc-1.2	8.95	Flashed Chalk Chunks 1/2-lb	Flashed Chalk Chunks 1/2-lb	Accessories	http://www.e-grips.com/accessories/flashed-chalk-chunks.html	http://www.e-grips.com/accessories/flashed-chalk-chunks.html	1		Flashed Chalk Chunks 1/2-lb					
fcc-1.4	5.95	Flashed Chalk Chunks 1/4-lb	Flashed Chalk Chunks 1/4-lb	Accessories	http://www.e-grips.com/accessories/flashed-chalk-chunks.html	http://www.e-grips.com/accessories/flashed-chalk-chunks.html	1		Flashed Chalk Chunks 1/4-lb					
fcmb	5.95	Flashed Menthol Chalk Ball 2-oz	Flashed Menthol Chalk Ball 2-oz	Accessories	http://www.e-grips.com/accessories/flashed-chalk-balls.html	http://www.e-grips.com/accessories/flashed-chalk-balls.html	0.4		Flashed Menthol Chalk Ball 2-oz					
fdibs	40	First Dibs	First Dibs Program		http://www.e-grips.com/first-dibs.html	http://www.e-grips.com/first-dibs.html	0		First Dibs Program					
FH1.5	0.37	Flat Socket Cap Screw: 3/8-16 x 1-1/2	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH2	0.4	Flat Socket Cap Screw: 3/8-16 x 2	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH2.5	0.53	Flat Socket Cap Screw: 3/8-16 x 2-1/2	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH3	0.6	Flat Socket Cap Screw: 3/8-16 x 3	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH3.5	1.29	Flat Socket Cap Screw: 3/8-16 x 3-1/2	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH4	1.75	Flat Socket Cap Screw: 3/8-16 x 4	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH4.5	2.23	Flat Socket Cap Screw: 3/8-16 x 4-1/2	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH5	2.9	Flat Socket Cap Screw: 3/8-16 x 5	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
FH5.5	3.13	Flat Socket Cap Screw: 3/8-16 x 5-1/2	Per Unit	Hardware	http://www.e-grips.com/accessories/fasteners.html	http://www.e-grips.com/accessories/fasteners.html	0.25							
first_dibs	40	First Dibs	E-Grips monthly hold subscription.				0		E-Grips monthly hold subscription.					
flc	4.95	Flashed Liquid Chalk 60-ml	Flashed Liquid Chalk 60-ml	Accessories	http://www.e-grips.com/accessories/flashed-liquid-chalk.html	http://www.e-grips.com/accessories/flashed-liquid-chalk.html	0.4		Flashed Liquid Chalk 60-ml					
fncp	179.95	Flashed Ninja Crash Pad	Flashed Ninja Crash Pad	Accessories	http://www.e-grips.com/accessories/flashed-ninja-crash-pad.html	http://www.e-grips.com/accessories/flashed-ninja-crash-pad.html	20		Flashed Ninja Crash Pad					
frcp	409.95	Flashed Ronin Crash Pad	Flashed Ronin Crash Pad	Accessories	http://www.e-grips.com/accessories/flashed-ronin-crash-pad.html	http://www.e-grips.com/accessories/flashed-ronin-crash-pad.html	40		Flashed Ronin Crash Pad					
fsdcb	29.95	Flashed Sugar-Daddy Chalk Bucket	Flashed Sugar-Daddy Chalk Bucket	Accessories	http://www.e-grips.com/accessories/flashed-sugar-daddy.html	http://www.e-grips.com/accessories/flashed-sugar-daddy.html	2		Flashed Sugar-Daddy Chalk Bucket					
ftcp	179.95	Flashed Tanto Crash Pad	Flashed Tanto Crash Pad	Accessories	http://www.e-grips.com/accessories/flashed-tanto-crash-pad.html	http://www.e-grips.com/accessories/flashed-tanto-crash-pad.html	15		Flashed Tanto Crash Pad					
fwmcb	16.95	Flashed Wide-Mouth Chalk Bag	Flashed Wide-Mouth Chalk Bag	Accessories	http://www.e-grips.com/accessories/flashed-wm-chalk-bag.html	http://www.e-grips.com/accessories/flashed-wm-chalk-bag.html	1		Flashed Wide-Mouth Chalk Bag					
fww-blk	49.95	Flashed Wicked Wedge - Black	Flashed Wicked Wedge - Black	Accessories	http://www.e-grips.com/accessories/wicked-wedge.html	http://www.e-grips.com/accessories/wicked-wedge.html	8		Flashed Wicked Wedge - Black	Black				
fww-brg	49.95	Flashed Wicked Wedge - Burgundy	Flashed Wicked Wedge - Burgundy	Accessories	http://www.e-grips.com/accessories/wicked-wedge.html	http://www.e-grips.com/accessories/wicked-wedge.html	8		Flashed Wicked Wedge - Burgundy	Burgundy				
fww-s	49.95	Flashed Wicked Wedge - Silver	Flashed Wicked Wedge - Silver	Accessories	http://www.e-grips.com/accessories/wicked-wedge.html	http://www.e-grips.com/accessories/wicked-wedge.html	8		Flashed Wicked Wedge - Silver	Silver				
GL2200L	25.5	PMI Belay Gloves	PMI Belay Gloves	Accessories	http://www.e-grips.com/accessories/pmi-belay-gloves.html	http://www.e-grips.com/accessories/pmi-belay-gloves.html	1		PMI Belay Gloves					
GL2200M	25.5	PMI Belay Gloves	PMI Belay Gloves	Accessories	http://www.e-grips.com/accessories/pmi-belay-gloves.html	http://www.e-grips.com/accessories/pmi-belay-gloves.html	1		PMI Belay Gloves					
